"ANOENC"	"NUMERO"	"CCAA"	"NUTS1"	"CAPROV"	"TAMAMU"	"DENSIDAD"	"CLAVE"	"CLATEO"	"FACTOR"	"NMIEMB"	"TAMANO"	"NMIEMSD"	"NMIEMHU"	"NMIEMIN"	"NMIEM1"	"NMIEM2"	"NMIEM3"	"NMIEM4"	"NMIEM5"	"NMIEM6"	"NMIEM7"	"NMIEM8"	"NMIEM9"	"NMIEM10"	"NMIEM11"	"NMIEM12"	"NMIEM13"	"NUMACTI"	"NUMINACTI"	"NUMOCU"	"NUMNOCU"	"NUMESTU"	"NUMNOESTU"	"NNINOSD"	"NHIJOSD"	"UC1"	"UC2"	"PF2TEO"	"PF2RECO"	"TIPHOGAR1"	"TIPHOGAR2"	"TIPHOGAR3"	"TIPHOGAR4"	"TIPHOGAR5"	"TIPHOGAR6"	"TIPHOGAR7"	"TIPHOGAR8"	"TIPHOGAR9"	"TIPHOGAR10"	"TIPHOGAR11"	"SITUOCUHOG"	"SITUACTHOG"	"NORDENSP"	"EDADSP"	"SEXOSP"	"PAISNACSP"	"NACIONASP"	"PAISSP"	"SITURESSP"	"ECIVILLEGALSP"	"NORDENCOSP"	"UNIONSP"	"CONVIVENCIASP"	"NORDENPASP"	"PAISPADRESP"	"NORDENMASP"	"PAISMADRESP"	"ESTUDIOSSP"	"ESTUDREDSP"	"SITUACTSP"	"SITUREDSP"	"OCUSP"	"JORNADASP"	"PERCEPSP"	"IMPEXACPSP"	"INTERINPSP"	"TRABAJO"	"OCUPA"	"OCUPARED"	"ACTESTB"	"ACTESTBRED"	"SITPROF"	"SECTOR"	"CONTRATO"	"TIPOCONT"	"SITSOCI"	"SITSOCIRE"	"REGTEN"	"TIPOEDIF"	"ZONARES"	"TIPOCASA"	"NHABIT"	"ANNOCON"	"SUPERF"	"AGUACALI"	"FUENAGUA"	"CALEF"	"FUENCALE"	"DISPOSIOV"	"NUMOVD"	"REGTENV1"	"MESESV1"	"DIASV1"	"AGUACV1"	"FUENACV1"	"CALEFV1"	"FUENCAV1"	"REGTENV2"	"MESESV2"	"DIASV2"	"AGUACV2"	"FUENACV2"	"CALEFV2"	"FUENCAV2"	"REGTENV3"	"MESESV3"	"DIASV3"	"AGUACV3"	"FUENACV3"	"CALEFV3"	"FUENCAV3"	"REGTENV4"	"MESESV4"	"DIASV4"	"AGUACV4"	"FUENACV4"	"CALEFV4"	"FUENCAV4"	"REGTENV5"	"MESESV5"	"DIASV5"	"AGUACV5"	"FUENACV5"	"CALEFV5"	"FUENCAV5"	"REGTENV6"	"MESESV6"	"DIASV6"	"AGUACV6"	"FUENACV6"	"CALEFV6"	"FUENCAV6"	"REGTENV7"	"MESESV7"	"DIASV7"	"AGUACV7"	"FUENACV7"	"CALEFV7"	"FUENCAV7"	"REGTENV8"	"MESESV8"	"DIASV8"	"AGUACV8"	"FUENACV8"	"CALEFV8"	"FUENCAV8"	"REGTENV9"	"MESESV9"	"DIASV9"	"AGUACV9"	"FUENACV9"	"CALEFV9"	"FUENCAV9"	"GASTOT"	"IMPUTGAS"	"GASTMON"	"GASTNOM1"	"GASTNOM2"	"GASTNOM3"	"GASTNOM4"	"CAPROP"	"CAJENA"	"PENSIO"	"DESEM"	"OTRSUB"	"RENTAS"	"OTROIN"	"FUENPRIN"	"FUENPRINRED"	"IMPEXAC"	"INTERIN"	"NUMPERI"	"COMIMH"	"COMISD"	"COMIHU"	"COMIINV"	"COMITOT"
2023	1	16	2	6	5	2	1	2	400.95406	1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1	1	0	0	2	2	2	3	3	1	1	2	1	1	1	-9	-9	1	50	6	1	1		1	1	99		3	99	1	99	1	3	2	1	1	1	1	1	-9	03	1	4	3	C	2	1	6	1	1	2	2	1	4	3	2	4	1	85	1	3	1	3	6																																																																	8546550.96	0	4770153.12				3776397.84	6	1	6	6	6	6	6	2	2	1206	03	1	8	0	0	0	8
2023	2	09	5	6	5	2	1	1	1575.616402	3	3	0	0	0	1	2	2	1	2	1	0	2	0	0	1	0	0	1	2	1	2	0	3	2	2	2	1.6	0	0	4	4	9	8	8	2	7	3	4	2	2	-9	-9	1	41	6	1	1		1	5	99		3	99	1	99	1	7	4	1	1	1	2	1	-9	02	1	4	3	R	3	1	1	1	1	4	2	2	2	7	2	5	1	90	1	2	1	2	6																																																																	25652119.99	0	16414758.12				9237361.87	6	1	6	6	6	6	6	2	2	859	02	1	42	0	0	0	42
2023	3	01	6	6	2	2	2	2	962.46536	1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1	1	0	0	2	2	2	1	1	1	1	2	1	1	1	-9	-9	1	64	1	1	1		1	4	99		3	99	1	99	1	4	3	2	1	1	1	1	850	02	1	4	3	G	3	1	6	1	1	2	2	1	2	3	2	5	6	85	1	3	6		6																																																																	15246365.93	0	7608823.32				7637542.61	6	1	6	6	6	6	6	2	2	850	02	1	14	0	0	0	14
2023	4	02	2	6	5	3	1	1	621.096916	2	2	0	0	0	2	0	0	2	0	2	0	0	0	0	0	2	0	0	2	0	2	0	2	0	0	1.7	1.5	1	0	5	5	4	5	5	5	3	1	2	3	3	8	8	1	70	1	1	1		1	2	2	1	1	99	1	99	1	3	2	4	2	2		1	-9	05	1	3	2	D	2	1	6	1	1	8	5	1	2	7	2	5	6	87	1	1	1	1	6																																																																	12526504.79	29.44	7072275.24	1891531.18			3562698.37	6	6	1	6	6	6	6	3	3	2102	05	1	28	0	0	0	28
2023	5	15	2	6	3	1	1	2	260.852439	4	4	0	0	0	4	0	0	4	0	4	0	0	2	0	2	0	0	2	2	2	2	2	2	2	2	3.1	2.5	3	3	11	11	7	10	10	8	5	4	5	4	4	2	2	1	60	1	1	1		1	2	2	1	1	99	1	99	1	5	4	1	1	1	1	1	2570	06	1	3	2	C	2	1	6	1	1	2	2	1	4	3	2	5	6	87	1	2	1	2	6																																																																	14450302.93	0	11935648.27				2514654.66	6	1	6	6	6	6	6	2	2	3500	07	2	41	0	0	0	41
2023	6	02	2	6	5	3	2	2	886.045348	1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	1	1	0	0	1	1	1	4	4	1	2	1	1	1	1	8	8	1	69	6	1	1		1	4	99		3	99	1	99	1	2	1	7	2	2		1	1400	03	1	8	4	C	2	1	6	1	1	10	6	1	2	3	2	5	6	100	1	4	1	4	6																																																																	56195201.72	0	52560656.82				3634544.9	6	6	1	6	6	6	6	3	3	1400	03	1	14	0	0	4	18
2023	7	17	2	6	5	3	1	1	255.876616	1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	1	1	0	0	1	1	1	2	2	1	2	1	1	1	1	8	8	1	79	1	1	1		1	3	99		3	99	1	99	1	2	1	4	2	2		1	958	02	1	7	4	F	2	3	-9	-9	-9	8	5	1	3	7	2	6	6	128	1	4	1	4	1	1	1	12	-9	1	4	1	4																																																									5275628.47	0	2490250.1				2785378.37	6	6	1	6	6	6	6	3	3	958	02	1	14	0	0	0	14
2023	8	07	4	6	5	3	1	1	457.008134	2	2	0	0	0	2	0	0	2	0	2	0	0	0	0	0	2	0	0	2	0	2	0	2	0	0	1.7	1.5	1	1	5	5	4	5	5	5	3	1	2	3	3	8	8	1	76	1	1	1		1	2	2	1	1	99	1	99	1	3	2	4	2	2		1	-9	04	1	7	4	C	2	1	6	1	1	8	5	1	2	7	2	6	6	95	1	5	1	5	6																																																																	18898473.15	0	16661705.69	354529.2			1882238.27	6	6	1	6	6	6	6	3	3	2225	05	2	28	0	0	21	49
2023	9	10	5	6	2	1	1	1	1005.400286	2	2	0	0	0	2	0	0	2	0	2	0	0	0	0	2	0	0	2	0	2	0	0	2	0	0	1.7	1.5	1	1	6	6	5	6	6	5	3	2	2	3	3	2	2	1	40	1	1	1		1	2	2	1	1	99	1	99	1	5	4	1	1	1	1	1	-9	03	1	7	4	F	2	1	6	1	1	1	1	1	4	3	2	5	1	90	1	1	1	1	6																																																																	23755226.72	0	19326967.3				4428259.42	6	1	6	6	6	6	6	2	2	2645	06	2	26	0	0	0	26
2023	10	12	1	6	5	2	2	2	802.184874	5	5	0	0	0	4	1	1	4	1	4	1	0	0	1	1	1	1	1	4	1	4	0	5	1	1	3.6	2.8	3	2	12	12	10	12	12	9	8	4	6	5	5	6	6	1	68	1	1	1		6	2	2	1	1	99	1	99	1	3	2	4	2	2		1	-9	03	1	5	3	O	3	1	1	1	1	8	5	1	2	7	2	7	6	120	1	3	6		6																																																																	11102572.56	7.97	7146221.79				3956350.77	6	1	1	6	6	6	6	3	3	3487	07	3	56	0	0	0	56
2023	11	16	2	6	1	1	2	2	452.425942	2	2	0	0	0	2	0	0	2	0	2	0	0	0	0	0	2	0	0	2	0	2	0	2	0	0	1.7	1.5	1	1	5	5	4	5	5	5	3	1	2	3	3	8	8	2	69	1	1	1		1	2	1	1	1	99	1	99	1	3	2	4	2	2		1	-9	03	1	7	4	C	2	1	6	1	1	8	5	1	4	3	2	5	6	90	1	1	1	1	1	1	1	12	-9	1	1	1	1																																																									15308661.34	18.31	8651557.81				6657103.53	6	6	1	6	6	6	6	3	3	2233	05	2	24	0	0	0	24
2023	12	11	4	6	5	3	2	2	262.721881	2	2	0	0	0	2	0	0	2	0	2	0	0	0	0	2	0	0	0	2	0	2	0	2	0	0	1.7	1.5	1	1	6	6	5	6	6	5	3	2	2	3	3	8	8	1	60	1	1	1		1	2	2	1	1	99	1	99	1	1	1	4	2	2		1	-9	02	1	8	4	C	2	1	6	1	2	8	5	2	2	7	2	6	6	120	1	3	6		6																																																																	4883375.14	0	3694759.56				1188615.58	6	6	1	6	6	6	6	3	3	1273	03	2	24	0	0	11	35
2023	13	10	5	1	1	1	1	1	2105.799674	3	3	0	0	0	3	0	0	3	0	3	0	0	1	0	2	0	0	2	1	1	2	1	2	1	1	2.4	2	2	2	11	11	6	9	9	8	4	4	5	4	4	5	2	2	43	1	4	3	3	1	2	1	1	1	99	4	99	4	4	3	1	1	1	1	1	-9	-9	1	9	5	N	3	1	6	1	1	1	1	3	4	3	2	4	6	90	1	2	6		6																																																																	52602300.94	0	52602300.94					6	1	6	1	6	6	6	2	2	2968	06	2	23	0	0	2	25
2023	14	08	4	6	5	3	1	1	676.854077	1	1	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	1	1	0	0	3	3	3	1	1	1	1	2	1	1	1	-9	-9	1	19	1	1	1		1	1	99		3	99	1	99	1	3	2	1	1	1	1	1	1200	03	1	9	5	A	1	1	6	1	2	6	3	1	2	7	2	5	1	85	1	3	1	5	6																																																																	7874073.77	0	3924495.4				3949578.37	6	1	6	6	6	6	6	2	2	1200	03	1	0	0	0	0	0
2023	15	03	1	6	4	2	2	2	814.229637	2	2	0	0	0	2	0	0	2	0	2	0	0	0	0	2	0	0	2	0	2	0	0	2	0	0	1.7	1.5	1	1	6	6	5	6	6	5	3	2	2	3	3	2	2	1	42	1	1	1		1	2	2	1	1	99	1	99	1	3	2	1	1	1	1	1	1913	04	1	8	4	S	3	1	6	1	1	1	1	5	4	3	2	4	6	70	1	2	1	2	6																																																																	24549144.71	0	21593726.6				2955418.11	6	1	6	6	6	6	6	2	2	3137	07	2	17	0	0	0	17
2023	16	09	5	6	3	2	2	2	2555.253887	7	6	0	0	0	5	2	2	5	2	5	0	2	2	1	2	0	0	5	2	4	3	0	7	2	2	4.8	3.6	4	4	12	12	10	12	12	2	8	4	6	5	5	-9	-9	2	40	6	4	1		1	5	99		3	99	4	99	4	4	3	1	1	1	1	1	1216	03	1	5	3	Q	3	1	6	1	1	1	1	3	2	3	2	6	6	90	1	2	1	2	6																																																																	34149542.62	0	34149542.62					6	1	6	6	6	6	6	2	2	4166	07	4	98	0	0	0	98
2023	17	14	6	6	1	1	2	2	320.505612	1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1	1	0	0	2	2	2	3	3	1	1	2	1	1	1	-9	-9	1	61	6	1	1		1	5	99		3	99	1	99	1	5	4	1	1	1	1	1	1300	03	1	4	3	G	3	1	6	1	1	2	2	1	2	4	2	4	6	89	1	3	6		1	1	1	12	-9	1	1	1	1																																																									8590989.16	40.75	5089892.13				3501097.03	6	1	6	6	6	6	6	2	2	1300	03	1	14	0	0	3	17
2023	18	14	6	6	3	2	1	1	490.526126	2	2	0	0	0	2	0	0	2	0	2	0	0	0	0	2	0	0	1	1	1	1	0	2	0	0	1.7	1.5	1	0	6	6	5	6	6	5	3	2	2	3	3	5	5	1	58	1	1	1		1	2	2	1	1	99	1	99	1	3	2	1	1	1	1	1	-9	06	1	8	4	H	3	1	6	1	2	1	1	2	2	3	2	4	1	100	1	1	6		6																																																																	14028602.09	2.2	12155988.58				1872613.51	6	1	6	6	6	6	6	2	2	2741	06	1	19	0	0	0	19
2023	19	14	6	1	1	1	1	1	1333.05724	1	1	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	1	1	0	0	2	2	2	3	3	1	1	2	1	1	1	-9	-9	1	32	6	1	1		1	1	99		3	99	1	99	1	5	4	1	1	1	1	1	1300	03	1	5	3	Q	3	1	6	1	1	1	1	3	3	3	3	3	6	60	1	1	1	1	6																																																																	34519775.53	0	34519775.53					6	1	6	6	6	6	6	2	2	1300	03	1	9	0	0	5	14
2023	20	05	7	6	3	2	2	2	409.11597	2	2	0	0	0	2	0	0	2	0	2	0	0	0	0	2	0	0	2	0	1	1	0	2	0	0	1.7	1.5	1	1	6	6	5	6	6	5	3	2	2	3	3	5	2	1	56	1	4	3	3	1	2	2	1	1	99	4	99	4	7	4	1	1	1	1	1	1153	03	1	4	3	I	3	1	6	1	1	2	2	3	4	3	2	4	6	70	1	3	6		6																																																																	6821125.29	0	6821125.29					6	1	6	6	6	6	6	2	2	1153	03	1	28	0	0	0	28
2023	21	01	6	6	5	3	1	1	1720.280152	1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	1	1	0	0	1	1	1	4	4	1	2	1	1	1	1	8	8	1	70	6	1	1		1	3	99		3	99	1	99	1	1	1	6	2	2		1	700	02	6									10	6	1	2	7	3	5	6	80	1	3	6		6																																																																	48856854.82	0	41720719.19				7136135.63	6	6	1	6	6	6	6	3	3	700	02	1	14	0	0	48	62
2023	22	01	6	6	2	2	1	2	947.698148	3	3	0	0	0	2	1	1	2	1	2	1	0	0	0	1	1	0	1	2	1	2	0	3	1	1	2.2	1.8	1	1	7	7	6	9	9	7	4	3	5	4	4	5	5	2	66	1	1	1		1	2	1	1	1	99	1	99	1	7	4	4	2	2		1	-9	04	1	1	1	N	3	3	-9	-9	-9	8	5	1	2	3	2	7	6	100	1	1	6		6																																																																	25940316.3	0	21302413.86				4637902.44	6	1	1	6	6	6	6	3	3	3493	07	2	39	0	0	0	39
2023	23	01	6	6	3	2	2	2	1184.428731	1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1	1	0	0	2	2	2	3	3	1	1	2	1	1	1	-9	-9	1	59	6	1	1		1	5	99		3	99	1	99	1	2	1	1	1	1	2	1	-9	02	1	9	5	A	1	1	6	1	2	6	3	1	3	7	3	5	6	90	1	3	6		6																																																																	14081487.02	0	10012020.63				4069466.39	6	1	6	1	6	6	6	2	2	876	02	1	12	0	0	0	12
2023	24	12	1	6	3	2	1	1	415.419756	4	4	0	0	0	2	2	2	2	2	2	0	2	0	0	2	0	0	2	2	2	2	0	4	2	2	2.7	2.1	1	1	8	8	7	10	10	7	5	3	5	4	4	2	2	1	48	1	1	1		1	2	2	1	1	99	1	99	1	7	4	1	1	1	1	1	-9	-9	1	2	2	M	3	2	-9	-9	-9	5	3	3	4	3	2	5	1	110	1	1	1	1	6																																																																	6805632.7	0	6805632.7					1	1	6	6	6	6	6	1	1	3132	07	2	56	0	0	0	56
2023	25	05	7	6	4	2	2	2	936.344295	2	2	0	0	0	2	0	0	2	0	2	0	0	0	0	0	2	0	0	2	0	2	0	2	0	0	1.7	1.5	1	1	12	12	10	5	5	4	8	4	2	6	6	8	8	2	78	1	1	1		1	4	99		3	99	1	99	1	7	4	4	2	2		1	-9	04	1	2	2	M	3	3	-9	-9	-9	8	5	3	4	6	2	3	6	80	1	1	6		1	1	1	12	-9	1	3	1	5																																																									24190720.04	0	19208232.79				4982487.25	6	6	1	6	6	6	6	3	3	2349	05	2	24	0	0	0	24
2023	26	16	2	6	2	1	1	2	1141.443882	2	2	0	0	0	2	0	0	2	0	2	0	0	1	1	0	0	0	2	0	1	1	0	2	0	0	1.7	1.5	1	1	6	6	5	6	6	5	3	2	2	3	3	5	2	1	31	1	4	3	3	1	1	2	3	2	99	4	99	4	5	4	1	1	1	2	1	-9	02	1	5	3	I	3	1	6	1	2	1	1	3	3	3	2	1	6	35	1	2	1	2	6																																																																	16410423.75	0	16410423.75					6	1	6	6	6	6	6	2	2	842	02	1	28	0	0	0	28
2023	27	16	2	1	1	1	1	1	340.966444	1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1	1	0	0	2	2	2	3	3	1	1	2	1	1	1	-9	-9	1	53	6	1	1		1	1	99		3	99	1	99	1	5	4	1	1	1	1	1	-9	03	1	5	3	G	3	1	6	1	1	1	1	2	4	3	2	4	6	58	1	1	1	1	6																																																																	13821939.12	0	11188916.86				2633022.26	6	1	6	6	6	6	6	2	2	1279	03	1	5	0	0	0	5
2023	28	13	3	6	1	1	1	2	910.102203	2	2	0	0	0	2	0	0	2	0	2	0	0	0	0	1	1	0	1	1	0	2	0	2	0	0	1.7	1.5	1	1	10	10	10	5	5	4	7	4	2	6	6	8	-9	1	51	1	1	1		1	5	99		3	99	1	2	1	6	4	3	1	2		1	-9	-9	1	4	3	Q	3	1	6	1	1	7	4	2	4	3	2	4	1	70	1	2	1	2	6																																																																	13301574.17	0	7354027.15				5947547.02	6	6	1	1	6	6	6	4	3	2759	06	2	23	0	0	0	23
2023	29	14	6	6	4	2	1	2	293.119128	3	3	0	0	0	2	1	1	2	1	2	1	0	0	0	2	0	0	2	1	1	2	0	3	1	1	2.2	1.8	1	1	7	7	6	9	9	6	4	3	5	4	4	5	2	1	41	1	1	1		1	2	2	1	1	99	1	99	1	5	4	1	1	1	1	1	-9	03	1	2	2	S	3	1	6	1	1	2	2	5	3	3	2	4	1	90	1	1	1	1	6																																																																	13186343.08	0	12179242.86				1007100.22	6	1	6	6	6	6	6	2	2	1323	03	1	17	0	0	0	17
2023	30	08	4	6	5	2	2	2	828.525691	4	4	0	0	0	2	2	2	2	2	2	1	1	0	1	1	0	0	2	2	2	2	0	4	2	2	2.7	2.1	1	1	8	8	7	10	10	7	5	3	5	4	4	2	2	1	37	1	1	1		1	2	2	1	1	99	1	99	1	3	2	1	1	1	1	1	-9	03	1	8	4	C	2	1	6	1	1	1	1	2	2	7	2	5	1	90	1	1	1	5	6																																																																	28014071.87	0	25167418.99				2846652.88	6	1	6	6	6	6	6	2	2	1778	04	2	56	0	0	0	56
2023	31	07	4	1	1	1	1	1	393.776222	4	4	0	0	0	4	0	1	3	1	3	0	1	1	0	2	0	0	2	2	2	2	1	3	2	2	3.1	2.5	3	0	11	11	7	10	10	7	5	4	5	4	4	2	2	1	57	1	1	1		1	2	2	1	1	99	1	99	1	4	3	1	1	1	1	1	2800	06	1	1	1	K	3	1	6	1	1	2	2	3	3	3	2	5	1	90	1	2	1	2	6																																																																	11058551.79	20.31	11058551.79					6	1	6	6	6	6	6	2	2	4200	07	2	56	0	0	0	56
2023	32	07	4	1	1	1	1	1	1059.466071	4	4	0	0	0	2	2	2	2	2	2	0	2	0	1	1	0	0	2	2	2	2	0	4	2	2	2.7	2.1	1	1	8	8	7	10	10	7	5	3	5	4	4	2	2	1	38	1	2	2	1	1	2	2	1	1	99	2	99	2	4	3	1	1	1	1	1	-9	04	1	8	4	H	3	1	6	1	1	1	1	2	4	3	2	5	6	130	1	2	1	2	6																																																																	40632432.91	0	32172948.08				8459484.83	6	1	6	6	6	6	6	2	2	3189	07	2	46	0	0	0	46
2023	33	11	4	6	5	3	2	2	666.556645	3	3	0	0	0	1	2	2	1	2	1	0	2	0	0	1	0	0	1	2	1	2	0	3	2	2	2	1.6	0	0	4	4	9	8	8	2	7	3	4	2	2	-9	-9	1	37	6	1	1		1	5	99		3	99	1	99	1	4	3	1	1	1	2	1	-9	03	1	5	3	O	3	1	1	1	2	3	1	2	2	7	2	6	6	300	1	1	6		6																																																																	14394492.94	0	6855345.35				7539147.59	6	1	6	6	6	6	6	2	2	1311	03	1	36	0	0	0	36
2023	34	01	6	1	1	1	1	2	1220.459076	2	2	0	0	0	2	0	0	2	0	2	0	0	0	0	1	1	0	1	1	1	1	0	2	0	0	1.7	1.5	1	0	10	10	10	5	5	4	7	4	2	6	6	-9	-9	1	57	6	1	1		1	1	99		3	99	1	2	1	6	4	1	1	1	1	1	-9	02	1	3	2	M	3	1	6	1	1	2	2	1	4	3	2	5	6	100	1	2	6		6																																																																	21156352.87	49.4	12067840.66				9088512.21	6	1	1	6	6	6	6	3	3	2170	05	2	20	0	0	0	20
2023	35	03	1	6	1	1	2	2	490.509713	1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	1	1	0	0	1	1	1	4	4	1	2	1	1	1	1	8	8	1	79	6	1	1		1	3	99		3	99	1	99	1	3	2	4	2	2		1	950	02	1	5	3	S	3	1	6	1	1	8	5	1	4	3	2	4	6	85	1	2	1	2	6																																																																	6917076.59	0	3672280.08				3244796.51	6	6	1	6	6	6	6	3	3	950	02	1	10	0	0	0	10
2023	36	05	7	6	2	2	2	2	566.106082	4	4	0	0	0	4	0	1	3	1	3	0	1	0	1	2	0	0	3	1	3	1	0	4	1	1	3.1	2.5	3	1	11	11	10	12	12	7	5	4	6	5	5	1	1	1	46	1	2	3	1	1	1	2	3	2	99	2	99	2	3	2	1	1	1	2	1	1400	03	1	9	5	G	3	1	6	1	1	1	1	2	4	3	2	4	1	88	1	1	6		6																																																																	18795561.1	10.72	15472738.95				3322822.15	6	1	6	6	6	6	6	2	2	3525	07	3	56	0	0	0	56
2023	37	12	1	6	3	2	2	2	987.800263	3	3	0	0	0	2	1	1	2	1	2	0	1	0	1	1	0	0	2	1	2	1	0	3	1	1	2.2	1.8	1	1	7	7	6	9	9	7	4	3	5	4	4	2	2	1	40	1	4	3	3	1	1	2	3	2	99	4	99	4	4	3	1	1	1	1	1	-9	03	1	4	3	G	3	1	6	1	2	2	2	3	4	3	2	5	1	90	1	2	1	2	6																																																																	42212454.5	0	42212454.5					6	1	6	6	6	6	6	2	2	2188	05	2	36	0	0	0	36
2023	38	02	2	1	1	1	1	2	474.709568	3	3	0	0	0	3	0	0	3	0	3	0	0	1	0	1	1	0	2	1	2	1	1	2	1	1	2.4	2	2	2	11	11	6	9	9	8	4	4	5	4	4	2	2	1	65	1	1	1		1	2	2	1	1	99	1	99	1	7	4	1	1	1	1	1	-9	07	1	1	1	C	2	1	6	1	1	2	2	1	4	3	2	7	6	200	1	1	1	4	1	2	3	12	-9	1	2	1	2	1	12	-9	1	1	6																																																			39666015.81	29.55	28550798.09			946287.1	10168930.62	6	1	6	6	6	1	6	2	2	5890	08	2	36	0	0	0	36
2023	39	10	5	6	3	2	2	2	2142.235645	1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	1	1	0	0	1	1	1	2	2	1	2	1	1	1	1	8	8	1	67	1	1	1		1	5	99		3	99	1	99	1	3	2	4	2	2		1	764	02	1	7	4	C	2	1	6	1	1	8	5	1	4	3	2	5	6	85	1	3	6		6																																																																	42707064.25	0	33265149.51				9441914.74	6	6	1	6	6	6	6	3	3	764	02	1	13	0	0	0	13
2023	40	09	5	6	5	2	1	1	1905.295778	1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	1	1	0	0	2	2	2	3	3	1	1	2	1	1	1	8	-9	1	62	6	1	1		1	3	99		3	99	1	99	1	4	3	3	1	2		1	-9	03	1	5	3	G	3	1	6	1	1	7	4	1	3	7	2	5	6	90	1	1	1	2	6																																																																	37933628.85	0	31387403.71				6546225.14	6	6	1	1	6	6	6	4	3	1221	03	1	13	0	0	7	20
2023	41	13	3	6	2	2	1	1	1795.806378	4	4	0	0	0	4	0	0	4	1	3	0	0	2	0	2	0	0	3	1	2	2	1	3	1	1	3.1	2.5	3	3	11	11	10	12	12	8	5	4	6	5	5	2	1	2	46	6	1	1		1	2	1	1	1	99	1	99	1	5	4	1	1	1	1	1	-9	05	1	3	2	Q	3	1	1	1	1	4	2	2	4	3	2	5	6	85	1	2	1	2	6																																																																	141008435.59	0	126758003				14250432.59	6	1	6	6	6	6	6	2	2	3547	07	2	52	0	0	0	52
2023	42	17	2	6	4	2	2	2	123.974285	2	2	0	0	0	2	0	0	2	0	2	0	0	0	0	1	1	0	1	1	0	2	0	2	0	0	1.7	1.5	1	1	5	5	4	5	5	5	3	1	2	3	3	8	5	1	65	1	1	1		1	2	2	1	1	99	1	99	1	4	3	4	2	2		1	1470	03	1	7	4	F	2	1	6	1	1	8	5	1	3	3	2	4	6	78	1	2	1	2	1	1	1	12	-9	1	4	1	4																																																									3192348.21	0	1949267.03				1243081.18	6	6	1	6	6	6	6	3	3	1470	03	1	28	0	0	0	28
2023	43	05	7	6	3	2	1	2	466.647157	2	2	0	0	0	2	0	0	2	0	2	0	0	0	0	2	0	0	2	0	1	1	0	2	0	0	1.7	1.5	1	1	6	6	5	6	6	5	3	2	2	3	3	5	2	2	61	6	4	1		1	2	1	1	1	99	1	99	1	6	4	1	1	1	1	1	-9	04	1	2	2	P	3	1	6	1	1	2	2	1	2	2	1	5	1	160	1	6	6		6																																																																	14955873.25	2.56	10381939.67	383023.99			4190909.59	6	1	6	1	6	1	6	2	2	2702	06	2	14	0	0	0	14
2023	44	02	2	1	1	1	1	1	746.703875	4	4	0	0	0	2	2	2	2	2	2	0	2	0	0	2	0	0	2	2	2	2	0	4	2	2	2.7	2.1	1	0	8	8	7	10	10	7	5	3	5	4	4	2	2	1	36	6	4	2	3	1	2	2	1	1	99	4	99	4	2	1	1	1	1	1	1	-9	05	1	5	3	G	3	2	-9	-9	-9	5	3	2	4	3	2	6	1	130	1	1	1	1	6																																																																	17531168.09	43.69	11568985.55				5962182.54	1	1	6	6	6	6	6	1	1	3391	07	2	36	0	0	0	36
2023	45	12	1	1	1	1	1	2	1157.629627	4	4	0	0	0	4	0	0	4	0	4	0	0	2	0	2	0	0	2	2	2	2	2	2	2	2	3.1	2.5	3	3	11	11	7	10	10	8	5	4	5	4	4	2	2	1	59	1	1	1		1	2	2	1	1	99	1	99	1	7	4	1	1	1	1	1	-9	04	1	2	2	M	3	2	-9	-9	-9	5	3	5	3	2	1	6	6	140	1	2	1	2	6																																																																	63823290.56	0	48484730.88				15338559.68	1	1	6	6	6	6	6	1	1	3347	07	2	42	0	0	0	42
2023	46	02	2	6	5	3	1	1	1020.598279	1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	1	1	0	0	1	1	1	4	4	1	2	1	1	1	1	8	8	1	79	6	1	1		1	3	99		3	99	1	99	1	2	1	4	2	2		1	800	02	1	9	5	P	3	1	6	1	1	8	5	6	2	4	3	5	6	80	1	1	1	5	6																																																																	22326297.57	0	16472003.77				5854293.8	6	6	1	6	6	6	6	3	3	800	02	1	13	0	0	0	13
