id,factor,c_autonoma,tam_municipio,tamano_ocde,n_menores,n_mayores,n_ocupados,hombre,edad,ocupado,estudios,sector_publico,ingresos_hogar,alquiler,n_habitaciones,tipo_hogar,prop_alimentacion,prop_alcohol_tabaco,prop_ropa_calzado,prop_vivienda,prop_mobiliario,prop_salud,prop_transporte,prop_comunicaciones,prop_ocio_cultura,prop_educacion,prop_hoteles_restaurantes,prop_bienes_servicios,gasto_total,gasto_total_crudo,log_gasto_total_crudo,log_ingresos_hogar
5377,789.178164,Galicia,Grande,1.7,0,2,0,1,Más de 65,0,Alto,1.0,2726,0,4.0,Pareja sin hijos,0.0,0.0,0.0,0.1835670434240065,0.015177571644290313,0.08020752008427398,0.22760514867451498,0.03560515734095817,0.0,0.0,0.30173457590646524,0.15610298292549077,26068364.51,33032.29321230941,10.405271217087458,7.910957382845589
5378,307.595915,Aragón,Muy Grande,2.9,2,2,1,1,46-65,1,Medio,1.0,2202,0,5.0,Pareja con hijos,0.1409339948507037,0.006454905918495735,0.008676628906968523,0.35009150315489934,0.1493137642012525,0.010757318793012326,0.02247615187268738,0.01815337070091576,0.06350672183952773,0.029075875092808193,0.1592182570422146,0.04134150762651415,9521168.98,30953.496180207727,10.340273539943242,7.697575346802343
5379,1078.613762,Madrid,Muy Grande,2.4,0,3,2,0,46-65,1,Bajo,,4100,0,6.0,Pareja con hijos,0.15427126593010737,0.0023234629487176653,0.0020396197434026805,0.24307069608254134,0.01786018091732609,0.004723929374097432,0.22022446647115074,0.03372476720759971,0.20943491870631722,0.0,0.08287092900131839,0.029455763617421415,63739979.19,59094.350021838494,10.986907520465241,8.31898612539206
5380,607.213321,Asturias,Muy Grande,1.0,0,1,0,1,31-45,0,Medio,0.0,560,0,4.0,Persona sola <65,0.2673315526155583,0.0,0.0,0.6297781588736333,0.030031676724535977,0.0,0.0,0.0,0.040494284329915156,0.0,0.0,0.03236432745635725,9056782.36,14915.32225459856,9.610211345691143,6.329720905522696
5381,2992.260603,Cataluña,Muy Grande,1.7,0,2,2,0,46-65,1,Medio,0.0,2931,1,5.0,Adulto con hijos,0.1315024892543049,0.014668838495920461,0.020223704370939302,0.6280066316023332,0.0061841079739625915,0.0,0.12487415242648939,0.052983189849127615,0.0,0.0,0.0,0.021556886026922538,57605173.050000004,19251.389064256582,9.865390439249373,7.983440063006542
5382,127.508218,Cantabria,Pequeño,1.7,0,2,0,1,46-65,0,Medio,0.0,1717,0,8.0,Pareja sin hijos,0.13667972425467323,0.006083051256361191,0.0,0.31085205179607706,0.0006028373755285792,0.39517476500425547,0.11095858441604274,0.003275082784026897,0.007858371603374556,0.0,0.0,0.02851553150966034,4671939.92,36640.304391988284,10.508931418372415,7.4489161025442
5383,353.557021,Castilla-La Mancha,Pequeño,1.7,0,2,0,1,46-65,0,Medio,1.0,3000,0,5.0,Pareja sin hijos,0.18428374874329953,0.0612670328286449,0.07082603384369413,0.3224231457071224,0.03106195075546896,0.0,0.09547844391168595,0.005786900195609989,0.024999912968879455,0.0,0.13697343013992547,0.06689940090566916,25660361.330000002,72577.71676382577,11.19242700031076,8.006700845440367
5384,443.073911,Castilla y León,Mediano,2.4,0,3,1,0,Más de 65,0,Bajo,0.0,1880,0,5.0,Adulto con hijos,0.1238739578381492,0.009361083761812682,0.003289904320707285,0.23576747980797833,0.07064246479365388,0.07748365518924694,0.004634234135407317,0.04669839942357039,0.029846073203231068,0.0,0.14905004485320117,0.24935270267304177,15542324.34,35078.40103905373,10.465369372197074,7.53955882930103
5385,178.1992,País Vasco,Pequeño,1.5,1,1,1,1,46-65,1,Medio,0.0,1699,0,3.0,Adulto con hijos,0.20495864027807473,0.01615080148023426,0.020957222519162693,0.3301677445953966,0.045295763011432434,0.006705124284346694,0.19539463607069735,0.015617393382456516,0.06986805981876147,0.034450134167098766,0.036172640016237115,0.024261840376101088,4655403.6400000015,26124.716833745617,10.170675427502953,7.438383530044307
5386,503.777601,Extremadura,Pequeño,2.2,1,2,1,1,31-45,0,Medio,0.0,1849,0,3.0,Pareja con hijos,0.14328569863619678,0.0,0.07773735644128366,0.2823938491456193,0.04974568633301753,0.0,0.1280712053064843,0.03450251337265235,0.030614944051062114,0.0,0.20268279273734888,0.05096595397633508,11038496.41,21911.447408714783,9.994810129167957,7.52294091807237
5387,216.490107,La Rioja,Muy Grande,1.0,0,1,0,0,Más de 65,0,Bajo,0.0,865,0,5.0,Persona sola ≥65,0.2598249483533715,0.010862855679628287,0.0,0.4323483685357292,0.03808775972956925,0.0,0.016973248812752306,0.007319883865261218,0.1222836018476612,0.0,0.04209316081189541,0.07020617236413172,3531329.25,16311.734974568608,9.69970136853256,6.763884908562435
5388,1360.805829,Andalucía,Mediano,1.7,0,2,0,1,Más de 65,0,Medio,0.0,1716,0,4.0,Pareja sin hijos,0.39007640349908435,0.02088873378243182,0.013189141732220364,0.28955846220136205,0.07687048098758832,0.0,0.10247428661721959,0.019512649179891216,0.006602659877010174,0.0,0.0,0.08082718212319198,25106283.390000004,18449.570728580416,9.82285058278863,7.448333860897476
5389,1416.166071,Galicia,Muy Grande,1.0,0,1,0,0,Más de 65,0,Bajo,0.0,1258,0,4.0,Persona sola ≥65,0.2168728084779046,0.0,0.0,0.5960504256765311,0.049717852320540476,0.04284895972467274,0.0,0.012895274345894516,0.006889710050533601,0.0,0.0,0.0747249694039229,25039084.19,17680.895413854327,9.78029653711138,7.138073034044347
5390,148.193937,La Rioja,Mediano,2.4,0,3,2,1,46-65,1,Medio,,1600,0,5.0,Pareja con hijos,0.14381359544099467,0.0,0.03487238697885393,0.5017640132198022,0.02204781308707678,0.1728291415761121,0.0,0.0,0.012647844963388598,0.0,0.0,0.11202520473377153,3360740.1200000006,22677.986616955863,10.029194075051358,7.3783837129967145
5391,1152.508616,Aragón,Muy Grande,1.0,0,1,0,0,Más de 65,0,Bajo,0.0,802,0,4.0,Persona sola ≥65,0.1544881357820105,0.0,0.03910739907158717,0.5482575514807239,0.0,0.032174107990593614,0.0,0.014271483064728299,0.025426304919239903,0.0,0.0,0.18627501769111676,12549490.419999998,10888.847376738395,9.295586200836912,6.688354713946762
5392,584.904883,Castilla-La Mancha,Pequeño,1.0,0,1,0,0,46-65,0,Bajo,0.0,852,0,4.0,Persona sola <65,0.43566422817715056,0.017215098215107645,0.04503109848374155,0.26832379681326946,0.011697626824145789,0.06376057566130734,0.0037840825960110095,0.06254616852572545,0.010834388684883386,0.0,0.012296554229145069,0.06884638178951284,7901608.709999999,13509.21994268938,9.51120171081354,6.748759547491679
5393,1150.363714,Andalucía,Mediano,1.7,0,2,2,1,46-65,1,Medio,,2710,0,4.0,Pareja sin hijos,0.20749932687761002,0.03108659509740501,0.012766585038863265,0.3667054092588651,0.03915343098755987,0.023631994215320196,0.03235935657897211,0.07736883268287029,0.05156160422863289,0.0,0.02851904951127047,0.12934781552263078,32190988.330000002,27983.31339752255,10.23939939636386,7.905072849498666
5394,1233.397019,Madrid,Pequeño,2.2,1,2,2,1,31-45,1,Alto,0.0,3150,0,5.0,Pareja con hijos,0.10109144327857414,0.0021153653146288617,0.16340707606355126,0.19007034791760166,0.014645608134825214,0.014112496405649213,0.08314666368151745,0.012616465616056711,0.1384327532233418,0.03228262707419615,0.030563159975998243,0.2175159933140593,58837572.47,47703.67656450449,10.772784713255291,8.055475141757274
5395,3577.474656,Cataluña,Pequeño,2.4,1,2,2,0,31-45,1,Alto,0.0,3023,0,5.0,Pareja con hijos,0.1206066861265284,0.0,0.0,0.22849391405720484,0.016087432336691857,0.13117406659415462,0.4199339040590487,0.006578195109012172,0.053653419248898805,0.0,0.0,0.023472382468460517,156625439.49,43781.00603097606,10.686978190743792,8.014335737299424
5396,1179.033623,Cataluña,Grande,1.7,0,2,1,0,46-65,1,Medio,0.0,2700,0,6.0,Otros hogares,0.2358196160338093,0.0,0.06035164953150347,0.35842718103503673,0.0477604342172241,0.04147311877226939,0.0020629691962106788,0.0207365386706762,0.16959084161330096,0.0,0.019371890300024862,0.044405760629944314,110304099.75,93554.66849989908,11.446311923131093,7.901377353792616
5397,317.063776,Murcia,Grande,2.9,2,2,1,1,46-65,1,Alto,1.0,1741,0,4.0,Pareja con hijos,0.29738012612691567,0.0,0.04405745674188064,0.4858984195208704,0.023682725299535298,0.0,0.04616734709184652,0.020230163264544576,0.008047002530210868,0.03379740783511226,0.0,0.040739351589083816,7880295.7700000005,24853.97691724961,10.120813289831887,7.462789157412448
5398,1239.66567,Murcia,Pequeño,1.0,0,1,1,0,18-30,1,Medio,0.0,1267,0,6.0,Persona sola <65,0.14436438276186728,0.04516906405711044,0.041497819212382984,0.4014842270017667,0.0062549019777398355,0.0,0.0,0.10462020617654484,0.004697774801138737,0.0,0.13726820397489664,0.11464342003655267,16351894.939999998,13190.568502231732,9.487333154655948,7.145196134997171
5399,363.938594,Castilla y León,Pequeño,1.7,0,2,2,0,46-65,1,Medio,,5000,0,4.0,Pareja sin hijos,0.23307347248584256,0.03292897441365005,0.051658953583388616,0.3269099506965996,0.05592758090539465,0.11352070800775181,0.020515222361920542,0.046218263716615485,0.018219112745232982,0.0,0.04214347631175776,0.05888428477184609,7975137.539999999,21913.41526147677,9.994899930383168,8.517393171418904
5400,1195.961325,Castilla-La Mancha,Pequeño,1.0,0,1,0,0,Más de 65,0,Bajo,0.0,756,0,6.0,Persona sola ≥65,0.1367966665922873,0.0,0.020272333999085172,0.3250368040441572,0.01643702783142209,0.46199156658443036,0.0,0.015222897837757089,0.0,0.0,0.0,0.024242703110860776,26557543.4,22206.021921319236,10.008163820609326,6.6293632534374485
5401,885.524757,Castilla-La Mancha,Pequeño,1.7,0,2,2,1,18-30,1,Medio,0.0,2080,0,5.0,Pareja sin hijos,0.13119908797364468,0.04522687525725209,0.026523632741926262,0.08275214890335615,0.06990243562587269,0.005935030442042496,0.06368081542192164,0.018148655203686453,0.14988654415684877,0.0,0.3885892279744138,0.018155546299034913,48744065.06,55045.40067872998,10.915931757247249,7.640603826393634
5402,1538.446638,Comunidad Valenciana,Mediano,1.0,0,1,1,0,31-45,1,Medio,0.0,1265,0,4.0,Persona sola <65,0.2555787429343861,0.0,0.041426657268330884,0.4149628905036575,0.076330523730437,0.02178840536820673,0.0036770139452762967,0.008014552710875717,0.008477261736470431,0.0,0.0,0.16974395180235927,23011762.060000002,14957.79020968552,9.613054379921918,7.143617602704121
5403,1873.946976,Andalucía,Grande,1.7,0,2,0,1,Más de 65,0,Medio,1.0,3900,1,4.0,Pareja sin hijos,0.18106750263607616,0.006432430349478292,0.00368829960309783,0.26041808982244535,0.01017875768435386,0.34531893471471614,0.010748674279330931,0.021446195640450957,0.056039483921931144,0.0,0.03447004260218968,0.07019158874592976,73398354.02,39167.785940598566,10.57563543155606,8.268988209506656
5404,1521.742012,Andalucía,Pequeño,1.7,0,2,0,1,Más de 65,0,Bajo,0.0,1800,1,3.0,Adulto con hijos,0.4814974392934166,0.06344082168637961,0.0,0.13237920620629323,0.033410334590744245,0.1501001827942154,0.003569277515828798,0.020054250799235125,0.0,0.0,0.05477533783288318,0.06077314928100376,63740266.480000004,41886.38151366226,10.642739903361464,7.496097345175956
5405,146.465218,La Rioja,Pequeño,3.1,1,3,2,1,46-65,1,Medio,0.0,2479,0,5.0,Pareja con hijos,0.06302487395449986,0.0,0.05192259478670531,0.08009127547368525,0.06713248549889277,0.30398384689902475,0.17274894538301003,0.03272276712778963,0.0121865953485008,0.013653489591067193,0.1672060335422758,0.03532709239454859,10212399.48,69725.76574460157,11.152339536586672,7.8160138391590275
5406,635.953388,Galicia,Muy Grande,2.2,1,2,2,0,31-45,1,Alto,0.0,2956,0,5.0,Pareja con hijos,0.10537527912009194,0.0,0.11298186838971629,0.42669191246683696,0.04603911870114776,0.0,0.09731612175950709,0.04504753161504989,0.006889622539492348,0.01104106180652346,0.11046227804829156,0.03815520555334269,14399733.72,22642.750226216263,10.027639164633618,7.9919305198524775
5407,577.363819,Canarias,Pequeño,1.7,0,2,2,0,46-65,1,Alto,,2700,0,3.0,Pareja sin hijos,0.25343934037671445,0.0,0.0,0.5002284452524659,0.009894930479638072,0.06746051196863179,0.002858398533553599,0.056895850525702035,0.04947465346932287,0.0,0.010273216995780933,0.04947465239819036,9335912.99,16169.896143076467,9.690968371139192,7.901377353792616
5408,311.545321,País Vasco,Mediano,2.4,0,3,1,1,46-65,1,Medio,0.0,2720,0,5.0,Pareja con hijos,0.19954832370249515,0.02502874087553211,0.048399402550453885,0.32725432797433907,0.04673270438428027,0.018693087043659223,0.0315999077134067,0.018299742993026797,0.11450308519657386,0.0,0.1274530608900877,0.04248761667614531,10964192.78,35192.93034094387,10.468628913221911,7.908754738783246
5409,851.256132,Comunidad Valenciana,Grande,3.1,2,2,1,1,46-65,1,Alto,0.0,4028,0,5.0,Pareja con hijos,0.22451676768079415,0.0,0.04590870628264751,0.21647067629379854,0.19729772911704035,0.02200716249998418,0.08183931181743578,0.012597002692455969,0.010100748798530079,0.007688311573380503,0.010079640093305394,0.17149394315062766,57574824.559999995,67635.13635400162,11.12189768065371,8.301273485191347
5410,2010.12486,Canarias,Muy Grande,1.0,0,1,0,1,31-45,0,Medio,0.0,752,1,2.0,Persona sola <65,0.0721359874034031,0.0,0.2712330534027349,0.16719799965537355,0.31078787371951494,0.07118607664064694,0.02033887900717773,0.008359899867243791,0.05878349824498383,0.0,0.0,0.019976732058921084,43280718.160000004,21531.35808688024,9.977312109993996,6.6240652277998935
5411,770.088825,Canarias,Muy Grande,2.4,0,3,2,1,46-65,1,Alto,1.0,3473,0,6.0,Pareja con hijos,0.0801946710657522,0.011305007057311581,0.03960902768065341,0.20518587212773973,0.10215072174907827,0.04754508634445059,0.06528237195452728,0.040711324149947735,0.14548225125011618,0.0,0.17296526677923074,0.0895683998411922,46205718.17,60000.50470801209,11.002124919356646,8.153061946801051
5412,459.853907,País Vasco,Muy Grande,3.1,0,4,2,1,46-65,1,Medio,0.0,3546,0,5.0,Pareja con hijos,0.13786430872308328,0.03316326528848133,0.010501720490367681,0.2796443926227563,0.0,0.05214054991088856,0.19068006000754228,0.025076858757009175,0.0,0.0,0.24102586927676337,0.02990297492310815,20244908.459999997,44024.652507736544,10.692527754554664,8.173857454773621
5413,737.183481,Andalucía,Grande,1.7,0,2,1,1,46-65,1,Medio,1.0,2744,0,6.0,Pareja sin hijos,0.3001674653977595,0.019667284025376458,0.10238347498902572,0.2987565825833714,0.05242404905701513,0.0561190573254017,0.027172182290400384,0.008942916081767756,0.011367596231497041,3.506922157393498e-05,0.07266553005931412,0.050298792737496996,21921501.689999998,29736.832491502882,10.300175335431529,7.917536353943631
5414,294.064466,País Vasco,Mediano,1.7,0,2,0,0,46-65,0,Medio,0.0,2702,0,4.0,Otros hogares,0.2508915431630734,1.3431987673352979e-05,0.0990163164735679,0.15229772840177216,0.31732742926097374,0.021373669851871727,0.0001498043791899395,0.016149264788018456,0.09893188840104823,2.5370518383930524e-05,0.0072943345892616945,0.03652921818516539,16438371.250000002,55900.569945094976,10.931347743634237,7.902117546276448
5415,3575.665338,Andalucía,Grande,1.0,0,1,0,1,Más de 65,0,Medio,0.0,2779,0,5.0,Persona sola ≥65,0.10951817935517681,0.0,0.056799598491130164,0.3166142346520679,0.006244509849246529,0.08185893749074369,0.17413355335636865,0.01626104866510565,0.0,0.0,0.1780216093203023,0.0605483288198583,114888261.42,32130.596842785406,10.377595150308025,7.930206206684683
5416,301.562238,Castilla y León,Mediano,2.4,0,3,0,1,Más de 65,0,Medio,0.0,2332,0,6.0,Pareja con hijos,0.1501252701224108,0.004466300078825758,0.011572633112015998,0.33946018734741623,0.03185774325206869,0.0353063099311813,0.0,0.01643626533752136,0.038807847416885706,0.0,0.0379211979962907,0.3340462454053833,7926063.940000001,26283.34367249258,10.176728743282018,7.75491027202143
5417,1193.833384,Andalucía,Mediano,1.7,0,2,0,0,46-65,0,Bajo,0.0,480,0,6.0,Adulto con hijos,0.3051940924693766,0.0,0.0,0.5904787695604062,0.0,0.0,0.0044509275610066104,0.05548678330246239,0.0,0.0,0.0,0.0443894271067482,12909381.069999998,10813.385890371448,9.288632553637761,6.175867270105761
5418,956.80244,Cataluña,Pequeño,1.5,1,1,1,0,31-45,1,Alto,0.0,1190,0,4.0,Adulto con hijos,0.1604325046570472,0.0,0.05651787194454488,0.382839273326146,0.0047175500228274795,0.0,0.029857910827776158,0.04209349032550219,0.07234784687920155,0.13876320505879994,0.04517818868008363,0.06725215827807109,16065856.139999999,16791.194784160456,9.72866946125218,7.0825485693553
5419,419.442105,Aragón,Pequeño,1.7,0,2,2,1,46-65,1,Medio,,2764,0,6.0,Otros hogares,0.21336602602168275,0.012694398368975722,0.00011107394106585388,0.3839542217640675,0.008998414198942957,0.040498907446291095,0.035785771222267664,0.057117227408461056,0.007404335403667019,0.0,0.16777722651399976,0.07229239771057862,6358016.95,15158.270650963856,9.626367547944302,7.9247959139564355
5420,313.520732,País Vasco,Pequeño,2.7,2,2,2,0,31-45,1,Alto,0.0,5183,0,5.0,Pareja con hijos,0.04089685221559119,0.0,0.01933254540011562,0.33348065862924264,0.06559433653387864,0.004739394831634505,0.1164915305642643,0.02020185344930019,0.0937119371468256,0.10446955751875414,0.09717766301071606,0.10390367069967726,13036299.399999999,41580.34244446711,10.635406846712549,8.55333223803211
5421,590.353333,País Vasco,Mediano,1.0,0,1,0,0,Más de 65,0,Bajo,0.0,1018,0,5.0,Persona sola ≥65,0.20335259749198006,0.0,0.0,0.6786726952821672,0.002633659787066043,0.0416592541602515,0.0,0.028791050580533478,0.0,0.0,0.0,0.044890742698001744,11791052.19,19972.87307599566,9.902180352321874,6.926577033222725
5422,548.900294,Castilla-La Mancha,Mediano,2.4,0,3,1,1,Más de 65,0,Medio,0.0,2806,0,6.0,Pareja con hijos,0.13187513743707732,0.007618140454285256,0.31972927778754734,0.16389146617978098,0.0032177928247017146,0.027511686835899007,0.22710056975849938,0.025003560231300216,0.02547661763353096,0.0,0.0,0.06857575085737792,17474496.669999998,31835.46604185276,10.368367642650506,7.939871576361883
5423,2957.205088,Madrid,Muy Grande,1.7,0,2,2,1,18-30,1,Alto,0.0,2223,1,2.0,Pareja sin hijos,0.13004965155896545,0.003244980604481963,0.005057095603626177,0.5701265270365484,0.020236853272649624,0.009826986391094297,0.034784359013179646,0.0,0.029936477363153823,0.0,0.1139444118546117,0.08279265730168892,28320625.36,9576.82153156095,9.167205447565555,7.707062655370473
5424,689.44829,Comunidad Valenciana,Mediano,2.7,2,2,2,0,31-45,1,Alto,0.0,4100,0,6.0,Pareja con hijos,0.268211677981738,0.010559374215565801,0.1222555223398022,0.26130144929816074,0.017053321778538036,0.003920740112035845,0.03492128510297233,0.012086578395933256,0.011774082842344066,0.0,0.11804359568305382,0.13987237224985563,30802934.28000001,44677.65708723421,10.707251196492276,8.31898612539206
5425,364.654989,País Vasco,Mediano,2.9,2,2,2,1,31-45,1,Medio,,3177,0,4.0,Pareja con hijos,0.0,0.0,0.013261712132443006,0.39504792889525314,0.0,0.05391892230716807,0.0542511800871347,0.041756186432658854,0.1214695143410067,0.06288466058789506,0.20342845297760237,0.0539814422388381,8698186.09,23853.19371017847,10.079715317763748,8.064007347096661
5426,2134.009406,Canarias,Mediano,1.0,0,1,1,0,31-45,1,Alto,0.0,1670,1,2.0,Persona sola <65,0.05781828490464737,0.0,0.08137289666825447,0.22064591878710413,0.017644285362266594,0.0,0.0554372533933735,0.01928409445623946,0.258509039560281,0.0,0.0,0.2892882268678335,57101403.05,26757.80288945924,10.194618778168996,7.421177528595393
